|0|1|2
140|จ.ชลบุรี|อ.เมืองชลบุรี|ต.คลองตำหรุ
141|จ.ยะลา|อ.เมือง|ต.สะเตง
142|จ.ร้อยเอ็ด|อ.เมือง|ในเมือง
143|จ.ระยอง|อ.เมือง|ต.เชิงเนิน
144|ปทุมธานี|ธัญบุรี|ประชาธิปัตย์
145|จ.กรุงเทพมหานคร|แขวงบวรนิเวศ|ถ.ราชดำเนินกลาง
146|จ.ราชบุรี|อ.เมือง|ต.หน้าเมือง
147|จ.ลพบุรี|อ.เมือง|ต.ท่าศาลา
148|จ.กรุงเทพมหานคร|เขตลาดกระบัง|แขวงคลองสามประเวศ
149|จ.กรุงเทพมหานคร|เขตวังทองหลาง|แขวงวังทองหลาง
150|จ.ลำปาง|อ.เมือง|ต.หัวเวียง
151|ลำพูน|เมืองลำพูน|ในเมือง
152|ปทุมธานี|ลำลูกกา|คูคต
153|จ.กรุงเทพมหานคร|เขตประเวศ|(พระโขนงฝั่งใต้)
154|จ.ชลบุรี|อ.ศรีราชา|ต.ศรีราชา
155|ศรีสะเกษ|เมืองศรีสะเกษ|เมืองใต้
156|นครปฐม|สามพราน|กระทุ่มล้ม
157|จ.สกลนคร|อ.เมือง|ธาตุเชิงชุม
158|จ.สงขลา|อ.เมืองสงขลา|ต.เขารูปช้าง
159|จังหวัดกรุงเทพมหานคร|เขตห้วยขวาง|แขวงห้วยขวาง
160|จ.สมุทรสาคร|อ.เมือง|ต.ท่าทราย
161|จ.กรุงเทพมหานคร|เขตปทุมวัน|แขวงปทุมวัน
162|จ.สระบุรี|อ.เมือง|ปากเพรียว
163|เชียงใหม่|สันทราย|หนองหาร
164|นนทบุรี|ปากเกร็ด|อ้อมเกร็ด
165|จ.สมุทรปราการ|(สามแยกปู่เจ้าสมิงพราย)|อ.เมือง
166|จ.กรุงเทพมหานคร|(บางลำภูล่าง)|เขตคลองสาน
167|จ.กรุงเทพมหานคร|เขตราษฎร์บูรณะ|แขวงราษฎร์บูรณะ
168|กรุงเทพมหานคร|บึงกุ่ม|นวลจันทร์
169|จ.กรุงเทพมหานคร|เขตสะพานสูง|แขวงสะพานสูง
170|จ.กรุงเทพมหานคร|เขตคลองเตย|แขวงคลองเตย
171|เชียงใหม่|เมืองเชียงใหม่|สุเทพ
172|จ.สุพรรณบุรี|อ.เมือง|ต.ท่าพี่เลี้ยง
173|จ.สุราษฎร์ธานี|อ.เมือง|ต.วัดประดู่
174|สุรินทร์|เมืองสุรินทร์|ในเมือง
175|จ.กรุงเทพมหานคร|เขตหนองแขม|แขวงหนองค้างพลู
176|จ.หนองคาย|อ.เมืองหนองคาย|ต.มีชัย
177|จ.ประจวบคีรีขันธ์|อ.หัวหิน|ต.หัวหิน
178|จ.สงขลา|อ.หาดใหญ่|ต.หาดใหญ่
179|จ.นนทบุรี|อ.ปากเกร็ด|ต.ปากเกร็ด
180|จ.อ่างทอง|อ.เมือง|ต.ศาลาแดง
181|อำนาจเจริญ|เมืองอำนาจเจริญ|บุ่ง
182|จ.อุดรธานี|อ.เมือง|ต.หมากแข้ง
183|อุบลราชธานี|เมืองอุบลราชธานี|ในเมือง
184|จังหวัดสิงห์บุรี|อำเภอเมืองสิงห์บุรี|ตำบลบางพุทรา
185|จังหวัดสุโขทัย|อำเภอเมืองสุโขทัย|ตำบลธานี
186|จังหวัดกรุงเทพมหานคร|เขตดุสิต|แขวงถนนนครไชยศรี
187|จังหวัดหนองบัวลำภู|อำเภอเมืองหนองบัวลำภู|--โปรดระบุ--
188|จังหวัดกรุงเทพมหานคร|เขตบางกะปิ|แขวงหัวหมาก
189|จังหวัดกรุงเทพมหานคร|เขตจตุจักร|แขวงจตุจักร
190|จังหวัดกรุงเทพมหานคร|เขตพญาไท|แขวงสามเสนใน
191|จังหวัดอุตรดิตถ์|อำเภอเมืองอุตรดิตถ์|ตำบลท่าอิฐ
192|จังหวัดอุทัยธานี|อำเภอเมืองอุทัยธานี|ตำบลอุทัยใหม่
